성별,연령,키,몸무게학업성적,경제상태,건강인지,운동일수,스트레스인지,피로회복정도,음주경험,흡연경험,주중_인터넷이용시간,주말_인터넷이용시간
2.0,16.0,163.0,48.0,3.0,3.0,4.0,1.0,5.0,2.0,1.0,120.0,240.0
1.0,16.0,176.0,62.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,180.0,0.0
2.0,16.0,164.0,68.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,360.0,480.0
2.0,18.0,165.8,57.0,4.0,2.0,1.0,6.0,3.0,2.0,1.0,300.0,300.0
2.0,17.0,159.0,49.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,60.0
1.0,18.0,173.0,56.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,240.0,480.0
2.0,17.0,162.1,55.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,120.0,180.0
1.0,18.0,172.0,64.0,4.0,2.0,1.0,6.0,2.0,2.0,2.0,300.0,240.0
1.0,18.0,171.0,70.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,240.0,240.0
1.0,17.0,172.0,67.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,60.0,60.0
2.0,18.0,161.0,54.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,60.0,0.0
2.0,18.0,159.0,67.0,3.0,3.0,2.0,1.0,5.0,2.0,2.0,120.0,300.0
2.0,17.0,163.0,54.0,5.0,4.0,1.0,6.0,5.0,1.0,1.0,240.0,420.0
1.0,17.0,187.0,90.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,120.0,120.0
1.0,17.0,172.0,50.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,120.0,120.0
1.0,18.0,173.0,65.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,60.0,60.0
2.0,18.0,164.0,45.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0,10.0
2.0,17.0,167.0,53.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,60.0,60.0
2.0,18.0,160.8,54.6,2.0,3.0,2.0,1.0,3.0,2.0,1.0,100.0,360.0
1.0,18.0,182.0,82.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
1.0,17.0,163.0,90.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,300.0,480.0
2.0,18.0,165.0,49.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0
1.0,18.0,178.0,74.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,60.0,60.0
2.0,17.0,155.0,53.0,5.0,4.0,2.0,1.0,4.0,2.0,1.0,60.0,240.0
2.0,18.0,159.0,52.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0
1.0,18.0,180.0,88.0,4.0,1.0,2.0,5.0,3.0,2.0,2.0,180.0,240.0
2.0,16.0,166.0,80.0,4.0,3.0,2.0,1.0,5.0,2.0,2.0,300.0,240.0
2.0,15.0,160.0,53.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,90.0,60.0
2.0,16.0,171.4,68.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0
2.0,15.0,158.0,47.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,60.0,180.0
1.0,16.0,162.0,48.4,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0
1.0,16.0,168.0,63.0,5.0,3.0,4.0,1.0,4.0,2.0,1.0,120.0,120.0
2.0,15.0,165.0,54.0,4.0,3.0,3.0,6.0,4.0,1.0,1.0,120.0,240.0
1.0,16.0,166.5,44.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,240.0,360.0
2.0,16.0,164.0,53.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,120.0,180.0
2.0,16.0,154.0,51.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,60.0,120.0
2.0,16.0,168.0,62.0,3.0,3.0,2.0,1.0,5.0,2.0,1.0,90.0,120.0
2.0,15.0,164.8,48.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,120.0,180.0
1.0,15.0,173.4,66.8,2.0,2.0,1.0,5.0,5.0,2.0,2.0,0.0,0.0
1.0,16.0,184.0,74.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,120.0,240.0
1.0,16.0,166.0,54.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,300.0,600.0
2.0,15.0,161.3,48.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,80.0
2.0,16.0,164.0,50.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,120.0,180.0
2.0,16.0,167.1,53.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,180.0,180.0
1.0,15.0,171.0,76.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,80.0,0.0
2.0,15.0,156.1,42.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,20.0,20.0
2.0,16.0,165.7,70.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,300.0,300.0
1.0,16.0,183.0,70.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,120.0,120.0
1.0,16.0,185.0,70.0,4.0,1.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0
1.0,15.0,178.0,75.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,60.0,0.0
1.0,15.0,185.0,72.0,2.0,2.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0
1.0,15.0,178.0,81.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,120.0,120.0
1.0,15.0,175.0,53.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,180.0,360.0
1.0,15.0,181.0,101.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,180.0,300.0
2.0,17.0,154.0,58.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,180.0,240.0
1.0,17.0,175.0,65.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,130.0,60.0
1.0,16.0,177.7,59.2,3.0,3.0,3.0,1.0,3.0,2.0,1.0,130.0,200.0
1.0,16.0,177.5,63.5,3.0,2.0,3.0,3.0,3.0,1.0,1.0,240.0,180.0
1.0,17.0,171.0,67.5,3.0,1.0,2.0,1.0,3.0,2.0,1.0,90.0,180.0
2.0,16.0,158.0,53.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,0.0,90.0
2.0,16.0,167.0,47.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,10.0,30.0
2.0,17.0,158.3,46.5,3.0,2.0,2.0,1.0,4.0,2.0,1.0,220.0,120.0
2.0,16.0,163.6,61.2,2.0,2.0,2.0,1.0,4.0,2.0,1.0,60.0,120.0
2.0,17.0,161.0,67.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,120.0,120.0
1.0,16.0,174.2,79.7,3.0,3.0,2.0,1.0,3.0,2.0,1.0,420.0,300.0
1.0,17.0,179.5,53.2,3.0,3.0,2.0,6.0,3.0,1.0,1.0,120.0,180.0
1.0,16.0,176.0,76.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,180.0,240.0
1.0,16.0,180.0,61.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0
1.0,17.0,174.0,75.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,180.0,180.0
2.0,16.0,163.6,55.0,3.0,3.0,3.0,1.0,5.0,2.0,1.0,180.0,240.0
1.0,17.0,171.0,75.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,60.0,150.0
2.0,16.0,166.0,75.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,300.0,420.0
2.0,17.0,159.8,46.3,3.0,3.0,4.0,1.0,5.0,2.0,1.0,240.0,360.0
2.0,16.0,161.0,60.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,240.0,240.0
2.0,17.0,163.0,48.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0
2.0,17.0,162.0,47.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,180.0,180.0
1.0,16.0,174.3,69.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,180.0,300.0
1.0,17.0,171.2,62.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,90.0,180.0
1.0,17.0,180.0,55.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,180.0,180.0
1.0,16.0,177.0,75.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,190.0,170.0
1.0,17.0,179.0,67.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,120.0
1.0,17.0,169.0,61.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,240.0,300.0
1.0,18.0,179.0,85.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,90.0,120.0
1.0,17.0,170.0,55.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,120.0,180.0
2.0,17.0,165.0,73.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,240.0,120.0
2.0,17.0,170.0,61.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,120.0,180.0
1.0,17.0,176.0,59.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0
2.0,17.0,162.9,52.6,3.0,3.0,4.0,1.0,5.0,2.0,2.0,0.0,0.0
1.0,17.0,179.0,59.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,120.0,180.0
2.0,17.0,164.0,73.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
2.0,18.0,162.0,61.0,3.0,3.0,2.0,1.0,5.0,2.0,1.0,60.0,120.0
2.0,18.0,161.0,50.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,30.0,60.0
2.0,17.0,165.0,60.0,4.0,3.0,2.0,1.0,5.0,2.0,1.0,240.0,300.0
2.0,17.0,158.0,45.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,120.0,240.0
2.0,18.0,157.0,59.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,120.0,60.0
1.0,17.0,172.0,52.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,120.0,180.0
1.0,17.0,177.8,63.5,3.0,3.0,1.0,4.0,1.0,2.0,1.0,100.0,150.0
1.0,17.0,172.0,74.0,4.0,4.0,2.0,3.0,5.0,2.0,1.0,120.0,120.0
1.0,17.0,167.0,54.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,420.0,420.0
2.0,17.0,152.0,46.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,60.0,120.0
2.0,17.0,158.0,50.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,300.0,300.0
2.0,17.0,160.0,46.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,180.0,300.0
2.0,17.0,162.0,51.8,2.0,3.0,3.0,1.0,4.0,2.0,1.0,120.0,240.0
2.0,18.0,159.0,45.4,4.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0
2.0,17.0,160.0,45.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,60.0,90.0
1.0,18.0,175.0,80.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,60.0,60.0
1.0,18.0,176.0,76.0,4.0,3.0,1.0,6.0,4.0,2.0,2.0,120.0,300.0
2.0,18.0,161.0,48.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,60.0,180.0
2.0,17.0,162.7,53.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,60.0,180.0
2.0,18.0,171.0,52.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0
1.0,16.0,186.0,104.0,5.0,5.0,3.0,6.0,3.0,2.0,2.0,310.0,560.0
1.0,16.0,175.1,52.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,210.0,260.0
1.0,15.0,176.8,62.0,4.0,5.0,2.0,3.0,5.0,1.0,1.0,60.0,180.0
1.0,15.0,171.0,64.0,3.0,3.0,1.0,6.0,3.0,1.0,1.0,60.0,180.0
1.0,16.0,167.4,72.4,4.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0
1.0,16.0,176.6,59.7,4.0,2.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0
1.0,15.0,176.0,56.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,120.0,180.0
1.0,16.0,177.0,59.8,2.0,3.0,1.0,4.0,4.0,1.0,1.0,60.0,90.0
1.0,15.0,173.0,56.0,4.0,2.0,1.0,8.0,4.0,2.0,1.0,0.0,240.0
1.0,16.0,179.5,65.5,4.0,3.0,2.0,3.0,4.0,1.0,2.0,0.0,300.0
2.0,15.0,161.1,48.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,180.0,300.0
2.0,15.0,163.8,46.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,20.0,0.0
1.0,15.0,161.0,53.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,60.0,0.0
1.0,16.0,178.1,63.3,2.0,3.0,2.0,3.0,5.0,1.0,1.0,120.0,180.0
1.0,16.0,180.8,56.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,60.0,180.0
1.0,16.0,175.1,55.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,90.0,220.0
2.0,15.0,164.0,50.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,600.0,600.0
1.0,15.0,175.8,68.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,120.0,180.0
1.0,15.0,172.4,45.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,240.0,360.0
2.0,15.0,162.0,48.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,60.0,0.0
2.0,15.0,155.0,45.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,180.0,300.0
2.0,16.0,162.7,42.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,120.0,60.0
2.0,15.0,158.7,43.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,120.0,120.0
2.0,16.0,158.0,40.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,180.0,360.0
2.0,16.0,161.0,46.6,2.0,2.0,2.0,4.0,4.0,1.0,1.0,120.0,240.0
2.0,15.0,168.0,48.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,30.0,60.0
2.0,16.0,154.7,46.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,120.0,0.0
2.0,17.0,158.0,43.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,180.0,420.0
2.0,17.0,162.0,59.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,120.0,120.0
2.0,17.0,167.0,57.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,180.0,240.0
2.0,16.0,178.5,61.2,2.0,2.0,4.0,1.0,4.0,1.0,1.0,150.0,150.0
2.0,17.0,164.0,52.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,120.0,120.0
2.0,16.0,149.0,38.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0
2.0,16.0,168.0,80.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,120.0,180.0
2.0,17.0,164.8,55.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,240.0,300.0
1.0,17.0,177.3,74.0,4.0,3.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0
1.0,17.0,167.0,54.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,120.0,120.0
2.0,16.0,155.0,46.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,240.0,360.0
2.0,16.0,166.0,53.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,60.0,60.0
2.0,17.0,162.0,54.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,240.0,300.0
1.0,17.0,177.0,64.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,0.0,0.0
1.0,16.0,170.0,67.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,240.0,420.0
2.0,16.0,160.4,53.0,4.0,5.0,3.0,1.0,5.0,1.0,1.0,150.0,210.0
2.0,16.0,163.0,58.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,60.0,0.0
1.0,17.0,188.0,80.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,180.0,240.0
1.0,16.0,165.0,70.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,60.0,60.0
1.0,17.0,178.0,56.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0
1.0,16.0,169.0,90.0,5.0,4.0,4.0,1.0,2.0,1.0,1.0,300.0,180.0
2.0,17.0,166.0,46.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,180.0,180.0
2.0,16.0,171.0,62.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,120.0,120.0
2.0,17.0,164.0,60.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0
2.0,17.0,161.3,50.8,3.0,3.0,2.0,1.0,5.0,1.0,1.0,240.0,360.0
2.0,18.0,155.0,45.0,5.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0
2.0,17.0,161.0,56.0,4.0,3.0,2.0,1.0,4.0,2.0,1.0,180.0,180.0
2.0,17.0,167.0,55.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,0.0,120.0
2.0,17.0,163.0,82.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0
1.0,18.0,171.0,58.0,3.0,2.0,3.0,4.0,5.0,1.0,1.0,300.0,300.0
1.0,17.0,172.4,60.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,60.0,60.0
1.0,17.0,170.0,55.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,180.0,300.0
2.0,17.0,165.0,58.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,60.0,180.0
2.0,17.0,173.0,56.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,60.0,300.0
2.0,17.0,167.0,60.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,120.0,240.0
2.0,18.0,159.0,50.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,180.0,240.0
2.0,18.0,168.0,64.0,4.0,3.0,1.0,7.0,1.0,2.0,1.0,300.0,360.0
2.0,18.0,163.0,60.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,240.0,180.0
1.0,18.0,175.0,75.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,30.0,60.0
1.0,17.0,170.0,56.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,60.0,60.0
1.0,18.0,177.0,85.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,120.0,120.0
1.0,17.0,175.0,90.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,180.0,300.0
1.0,18.0,170.0,90.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,120.0,180.0
1.0,17.0,177.8,69.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,120.0,240.0
1.0,18.0,183.0,75.0,3.0,1.0,3.0,1.0,5.0,2.0,2.0,90.0,150.0
1.0,18.0,170.0,70.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,70.0,60.0
1.0,17.0,180.0,71.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,60.0,120.0
2.0,17.0,155.0,43.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,20.0,0.0
2.0,18.0,165.0,58.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,180.0,240.0
1.0,17.0,175.0,63.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,360.0,360.0
1.0,16.0,184.8,55.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,90.0,130.0
1.0,16.0,179.0,81.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,60.0,120.0
1.0,15.0,168.0,55.0,5.0,3.0,3.0,2.0,5.0,2.0,2.0,120.0,180.0
1.0,16.0,174.1,64.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,30.0,60.0
1.0,16.0,167.7,69.6,3.0,3.0,1.0,4.0,3.0,1.0,1.0,120.0,180.0
1.0,16.0,175.7,60.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,120.0
1.0,16.0,179.0,72.2,3.0,2.0,2.0,3.0,4.0,1.0,1.0,180.0,180.0
1.0,16.0,165.2,55.8,3.0,5.0,1.0,2.0,4.0,1.0,1.0,90.0,220.0
1.0,15.0,176.0,68.0,5.0,4.0,2.0,6.0,3.0,1.0,1.0,60.0,300.0
1.0,16.0,160.1,66.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,0.0,120.0
1.0,16.0,184.4,75.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0,60.0,120.0
1.0,16.0,179.0,60.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,60.0,120.0
1.0,15.0,173.8,70.0,4.0,2.0,2.0,7.0,4.0,2.0,1.0,120.0,180.0
1.0,15.0,180.1,63.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,300.0
1.0,15.0,170.1,64.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,130.0,250.0
1.0,16.0,174.4,73.3,4.0,3.0,3.0,4.0,4.0,2.0,1.0,0.0,420.0
1.0,15.0,161.8,56.0,4.0,2.0,1.0,7.0,2.0,1.0,1.0,240.0,540.0
1.0,16.0,175.0,65.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0
1.0,15.0,175.5,84.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0
1.0,15.0,175.6,60.0,3.0,3.0,2.0,5.0,4.0,1.0,1.0,60.0,180.0
1.0,15.0,186.0,65.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,180.0
1.0,15.0,177.0,62.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,120.0,240.0
1.0,15.0,188.0,85.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0
1.0,15.0,168.5,52.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,0.0,10.0
1.0,16.0,176.6,69.4,3.0,2.0,2.0,3.0,3.0,1.0,1.0,60.0,120.0
1.0,16.0,178.5,85.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,120.0,180.0
1.0,16.0,180.5,97.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,300.0,300.0
1.0,17.0,168.5,56.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0
1.0,16.0,182.0,93.0,4.0,3.0,3.0,3.0,5.0,2.0,2.0,40.0,0.0
1.0,16.0,181.0,78.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,180.0,180.0
1.0,16.0,171.0,65.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,240.0,360.0
1.0,17.0,175.0,65.0,4.0,1.0,3.0,5.0,3.0,2.0,1.0,600.0,600.0
1.0,17.0,181.0,100.3,3.0,1.0,2.0,1.0,3.0,2.0,2.0,30.0,120.0
1.0,16.0,173.0,50.2,5.0,3.0,5.0,6.0,5.0,2.0,1.0,240.0,360.0
1.0,16.0,171.1,50.9,5.0,3.0,3.0,8.0,3.0,1.0,1.0,60.0,240.0
1.0,17.0,176.0,78.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,60.0,120.0
1.0,16.0,181.0,71.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,180.0,180.0
1.0,16.0,176.0,64.5,4.0,3.0,2.0,1.0,3.0,1.0,1.0,100.0,180.0
1.0,17.0,178.6,88.7,4.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,240.0
1.0,16.0,167.0,55.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,180.0,120.0
1.0,16.0,170.0,63.0,4.0,3.0,1.0,6.0,2.0,2.0,1.0,300.0,480.0
1.0,17.0,176.0,79.0,5.0,1.0,2.0,1.0,4.0,2.0,1.0,180.0,300.0
1.0,17.0,172.0,52.0,5.0,3.0,4.0,1.0,5.0,1.0,1.0,30.0,30.0
1.0,17.0,169.8,70.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,120.0,180.0
1.0,16.0,173.0,61.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0
1.0,16.0,181.0,66.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0
1.0,16.0,175.0,68.0,4.0,2.0,1.0,8.0,2.0,2.0,2.0,60.0,150.0
1.0,16.0,177.0,80.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,120.0,180.0
1.0,16.0,171.1,68.3,3.0,2.0,1.0,8.0,3.0,2.0,2.0,0.0,300.0
1.0,17.0,172.0,72.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,180.0,120.0
1.0,16.0,166.0,85.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,60.0,600.0
1.0,17.0,182.9,103.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,0.0,0.0
1.0,18.0,175.0,63.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,60.0,180.0
1.0,18.0,172.5,74.6,5.0,4.0,5.0,1.0,3.0,2.0,1.0,180.0,300.0
1.0,17.0,184.5,92.3,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,30.0
1.0,17.0,180.1,51.6,3.0,3.0,4.0,1.0,4.0,2.0,1.0,150.0,300.0
1.0,18.0,178.0,70.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,10.0
1.0,17.0,180.0,62.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,60.0,240.0
1.0,17.0,174.0,90.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,180.0,180.0
1.0,17.0,178.0,77.7,3.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0
1.0,17.0,168.0,77.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0
1.0,18.0,171.0,75.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,60.0,60.0
1.0,18.0,170.0,75.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,120.0,240.0
1.0,17.0,168.0,68.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,60.0,180.0
1.0,18.0,170.0,77.0,3.0,3.0,4.0,2.0,5.0,2.0,1.0,90.0,120.0
1.0,17.0,185.0,85.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,60.0,70.0
1.0,18.0,173.0,53.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,60.0,120.0
1.0,18.0,180.0,85.0,3.0,2.0,1.0,6.0,2.0,1.0,1.0,60.0,120.0
1.0,17.0,171.0,70.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,60.0,90.0
1.0,17.0,178.0,94.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,0.0,0.0
1.0,17.0,178.9,75.4,5.0,3.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0
1.0,17.0,176.0,55.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,120.0,180.0
1.0,17.0,183.0,100.1,2.0,2.0,3.0,2.0,3.0,2.0,1.0,150.0,210.0
1.0,17.0,173.0,70.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0
1.0,17.0,174.4,80.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,0.0,140.0
1.0,18.0,174.9,72.6,3.0,3.0,1.0,3.0,3.0,1.0,2.0,60.0,60.0
1.0,18.0,173.0,65.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,150.0,180.0
1.0,18.0,168.0,75.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,40.0,120.0
1.0,18.0,182.0,81.0,2.0,3.0,1.0,6.0,5.0,2.0,1.0,60.0,60.0
1.0,18.0,158.0,43.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0
