성별,연령,키,몸무게학업성적,경제상태,건강인지,운동일수,스트레스인지,피로회복정도,음주경험,흡연경험,주중_인터넷이용시간,주말_인터넷이용시간
1.0,17.0,187.0,65.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,180.0,480.0
1.0,16.0,178.0,66.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,16.0,167.0,68.5,5.0,2.0,3.0,5.0,2.0,1.0,1.0,20.0,10.0
1.0,16.0,163.0,56.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,240.0,360.0
2.0,15.0,150.0,44.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,120.0,120.0
1.0,15.0,162.0,46.5,2.0,3.0,2.0,3.0,2.0,1.0,1.0,140.0,390.0
1.0,15.0,170.1,63.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,180.0,180.0
1.0,15.0,174.0,80.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,180.0,360.0
2.0,15.0,165.0,45.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0
1.0,16.0,180.3,62.1,5.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0
2.0,15.0,158.0,55.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0
2.0,16.0,155.0,47.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0
2.0,16.0,160.0,46.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0
1.0,16.0,171.0,65.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,120.0,180.0
2.0,15.0,170.4,70.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,180.0,180.0
2.0,16.0,158.5,48.5,3.0,5.0,4.0,1.0,5.0,2.0,1.0,240.0,360.0
1.0,15.0,178.0,74.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,60.0,120.0
1.0,16.0,173.5,56.6,3.0,3.0,2.0,1.0,5.0,1.0,2.0,0.0,0.0
1.0,15.0,172.0,73.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,120.0,300.0
1.0,16.0,176.3,81.1,2.0,1.0,1.0,2.0,4.0,2.0,1.0,180.0,300.0
1.0,16.0,170.3,65.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,120.0,120.0
1.0,15.0,181.2,54.0,5.0,4.0,3.0,1.0,3.0,1.0,1.0,360.0,600.0
2.0,17.0,160.0,58.0,3.0,1.0,4.0,6.0,5.0,1.0,1.0,60.0,120.0
2.0,15.0,160.0,49.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,60.0,140.0
2.0,16.0,169.0,56.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,420.0,600.0
2.0,17.0,166.0,60.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,180.0,240.0
2.0,16.0,160.3,58.2,2.0,4.0,2.0,4.0,3.0,2.0,1.0,120.0,180.0
1.0,17.0,178.0,65.0,3.0,1.0,1.0,8.0,5.0,2.0,2.0,180.0,540.0
1.0,16.0,164.0,72.6,3.0,3.0,1.0,3.0,3.0,2.0,1.0,120.0,180.0
1.0,17.0,182.8,99.5,5.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,180.0
1.0,17.0,177.0,93.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,60.0,180.0
2.0,17.0,162.0,47.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,150.0,180.0
1.0,16.0,170.0,67.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,310.0,310.0
1.0,17.0,180.0,100.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,390.0,450.0
1.0,17.0,170.2,50.1,4.0,1.0,2.0,5.0,3.0,2.0,1.0,150.0,180.0
2.0,17.0,161.0,56.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0
2.0,17.0,150.3,38.8,5.0,4.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0
1.0,17.0,170.0,55.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0
1.0,16.0,183.0,98.7,4.0,2.0,3.0,6.0,3.0,2.0,1.0,120.0,240.0
1.0,16.0,175.0,55.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,120.0,180.0
2.0,17.0,160.0,59.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,120.0,0.0
1.0,16.0,181.0,89.0,5.0,1.0,3.0,3.0,5.0,2.0,2.0,0.0,0.0
1.0,16.0,170.0,46.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0
1.0,16.0,172.2,78.0,5.0,4.0,4.0,8.0,4.0,1.0,1.0,0.0,0.0
2.0,17.0,158.0,50.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,300.0
2.0,17.0,158.0,61.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,120.0,300.0
1.0,18.0,170.4,61.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,30.0,30.0
2.0,18.0,158.0,50.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,180.0,180.0
2.0,17.0,160.0,52.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,480.0,600.0
2.0,17.0,164.0,47.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,180.0,180.0
2.0,17.0,166.0,65.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0
1.0,17.0,178.8,65.3,5.0,3.0,2.0,5.0,4.0,2.0,1.0,0.0,180.0
1.0,18.0,171.0,58.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0
1.0,18.0,168.0,55.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,80.0,80.0
1.0,18.0,175.0,56.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,300.0,120.0
2.0,18.0,157.6,52.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0
1.0,18.0,173.5,63.5,4.0,2.0,2.0,4.0,3.0,2.0,1.0,120.0,360.0
2.0,17.0,154.0,56.0,3.0,3.0,3.0,7.0,3.0,2.0,1.0,0.0,0.0
2.0,17.0,155.0,53.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,60.0,60.0
2.0,18.0,158.0,60.0,5.0,4.0,4.0,2.0,4.0,2.0,1.0,180.0,180.0
1.0,18.0,179.0,67.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0
1.0,15.0,165.5,60.0,5.0,3.0,2.0,1.0,4.0,1.0,1.0,0.0,300.0
1.0,15.0,183.0,87.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0
1.0,16.0,179.0,84.0,2.0,3.0,1.0,6.0,4.0,2.0,1.0,0.0,0.0
1.0,16.0,186.7,83.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,160.0,70.0
1.0,16.0,168.9,68.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,120.0,240.0
1.0,16.0,170.0,67.0,3.0,3.0,2.0,8.0,4.0,2.0,1.0,0.0,180.0
1.0,14.0,180.0,70.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0
1.0,16.0,188.4,78.4,4.0,4.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0
1.0,16.0,175.6,72.0,2.0,3.0,2.0,6.0,3.0,2.0,2.0,80.0,240.0
1.0,15.0,175.0,67.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,0.0,300.0
1.0,15.0,183.0,95.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,70.0,240.0
1.0,16.0,178.6,70.1,1.0,3.0,1.0,4.0,2.0,1.0,1.0,120.0,240.0
1.0,16.0,180.2,58.8,5.0,3.0,3.0,2.0,2.0,1.0,1.0,240.0,240.0
1.0,15.0,175.9,58.0,2.0,1.0,1.0,7.0,3.0,2.0,1.0,0.0,0.0
1.0,16.0,173.4,85.3,4.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,240.0
1.0,16.0,172.0,68.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,140.0
1.0,16.0,180.0,68.0,4.0,3.0,1.0,3.0,5.0,2.0,1.0,0.0,120.0
1.0,15.0,175.0,63.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,0.0,0.0
1.0,16.0,175.0,65.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,120.0
1.0,16.0,166.0,52.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,60.0,420.0
1.0,16.0,175.0,59.1,3.0,2.0,2.0,4.0,2.0,2.0,1.0,180.0,300.0
1.0,16.0,167.0,55.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,30.0,120.0
1.0,17.0,183.0,85.0,5.0,3.0,1.0,7.0,2.0,2.0,1.0,0.0,360.0
1.0,16.0,158.0,53.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,120.0,120.0
1.0,16.0,181.0,67.5,3.0,3.0,1.0,4.0,3.0,2.0,1.0,0.0,180.0
1.0,16.0,176.0,62.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,120.0,240.0
1.0,16.0,178.0,70.0,5.0,3.0,1.0,4.0,3.0,1.0,1.0,300.0,300.0
1.0,17.0,177.0,69.0,3.0,2.0,1.0,4.0,5.0,1.0,1.0,60.0,120.0
1.0,17.0,175.0,69.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,30.0,30.0
1.0,17.0,170.0,75.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,120.0,180.0
1.0,17.0,165.4,62.0,5.0,4.0,3.0,2.0,5.0,1.0,1.0,120.0,240.0
1.0,17.0,182.0,83.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,180.0,420.0
1.0,17.0,172.0,87.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,120.0,120.0
1.0,17.0,175.0,85.0,4.0,2.0,1.0,8.0,3.0,2.0,2.0,0.0,0.0
1.0,16.0,170.0,50.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,120.0,180.0
1.0,16.0,178.8,75.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,60.0,180.0
1.0,17.0,176.5,65.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,120.0,240.0
1.0,16.0,185.0,83.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,120.0,120.0
1.0,17.0,187.0,78.0,5.0,3.0,2.0,7.0,3.0,2.0,2.0,120.0,240.0
1.0,17.0,180.0,110.0,4.0,3.0,2.0,5.0,3.0,1.0,1.0,120.0,180.0
1.0,16.0,177.0,62.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,60.0,240.0
1.0,17.0,178.0,64.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,120.0,240.0
1.0,17.0,172.0,61.5,4.0,3.0,2.0,5.0,4.0,2.0,2.0,120.0,200.0
1.0,17.0,174.0,65.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,0.0,0.0
1.0,17.0,164.5,80.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,0.0,120.0
1.0,17.0,168.0,60.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,60.0,120.0
1.0,18.0,170.0,67.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,120.0,240.0
1.0,17.0,171.0,60.0,4.0,1.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0
1.0,17.0,180.0,80.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,120.0
1.0,17.0,169.7,72.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,0.0,120.0
1.0,18.0,170.1,62.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,60.0,80.0
1.0,18.0,177.7,97.9,3.0,2.0,3.0,6.0,5.0,2.0,2.0,150.0,210.0
1.0,18.0,179.5,78.2,1.0,1.0,2.0,1.0,4.0,2.0,1.0,60.0,60.0
1.0,18.0,184.1,85.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,120.0,360.0
1.0,18.0,180.0,58.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,120.0
1.0,17.0,187.0,89.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,60.0,120.0
1.0,17.0,173.0,59.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,600.0,180.0
1.0,17.0,177.3,85.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0
1.0,18.0,189.0,100.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,60.0,180.0
1.0,18.0,184.0,87.0,3.0,3.0,1.0,8.0,3.0,2.0,1.0,0.0,120.0
1.0,17.0,174.0,60.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,120.0,120.0
2.0,17.0,155.0,42.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,120.0,120.0
2.0,17.0,153.0,44.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0
2.0,17.0,160.0,56.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0
2.0,18.0,164.0,57.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
2.0,16.0,158.8,52.0,4.0,4.0,4.0,2.0,5.0,2.0,1.0,360.0,600.0
2.0,16.0,162.0,65.0,4.0,3.0,1.0,6.0,4.0,1.0,1.0,0.0,120.0
2.0,15.0,164.0,51.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,120.0,300.0
2.0,16.0,155.9,37.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,120.0,120.0
2.0,15.0,167.0,53.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0
2.0,16.0,158.0,53.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,300.0,300.0
2.0,16.0,162.1,60.0,5.0,3.0,3.0,2.0,4.0,1.0,1.0,120.0,240.0
1.0,16.0,170.0,57.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,120.0,300.0
1.0,15.0,160.8,52.4,4.0,1.0,1.0,3.0,3.0,1.0,1.0,120.0,240.0
2.0,16.0,161.0,45.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,240.0,420.0
1.0,15.0,173.0,50.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,120.0,120.0
2.0,15.0,157.0,41.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,180.0,180.0
1.0,15.0,175.0,63.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,180.0,300.0
1.0,16.0,171.0,52.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,150.0,150.0
1.0,16.0,174.6,68.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,0.0,180.0
2.0,15.0,165.0,61.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,120.0,300.0
2.0,16.0,160.0,56.6,2.0,2.0,4.0,1.0,4.0,2.0,1.0,180.0,420.0
2.0,16.0,159.0,49.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,60.0,120.0
2.0,15.0,145.0,55.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,480.0,600.0
2.0,15.0,162.0,45.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,300.0,360.0
2.0,16.0,168.1,73.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,120.0,20.0
1.0,16.0,177.5,85.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,120.0,180.0
1.0,16.0,178.8,64.9,4.0,1.0,2.0,4.0,4.0,2.0,2.0,360.0,480.0
2.0,16.0,163.0,53.0,3.0,1.0,2.0,6.0,3.0,2.0,1.0,120.0,190.0
1.0,16.0,188.3,75.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,60.0,240.0
1.0,16.0,177.0,66.0,3.0,3.0,1.0,8.0,4.0,1.0,1.0,0.0,180.0
1.0,15.0,165.0,59.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,60.0,180.0
1.0,15.0,171.0,90.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,120.0,480.0
1.0,16.0,178.0,52.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,120.0
1.0,15.0,169.0,48.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,120.0,120.0
1.0,16.0,166.0,55.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,120.0,240.0
1.0,16.0,169.0,53.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,120.0,240.0
1.0,17.0,174.0,80.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,60.0,120.0
2.0,17.0,172.8,82.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,60.0,120.0
1.0,17.0,173.0,92.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,60.0,240.0
1.0,17.0,172.0,66.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,180.0,600.0
2.0,16.0,156.0,58.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,180.0,180.0
2.0,16.0,165.2,53.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,30.0,40.0
1.0,17.0,170.0,66.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,60.0,150.0
2.0,16.0,160.0,48.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,30.0,60.0
1.0,16.0,175.0,54.0,3.0,3.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0
1.0,17.0,176.0,85.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,120.0
2.0,16.0,158.3,49.0,4.0,3.0,2.0,1.0,5.0,2.0,1.0,120.0,0.0
1.0,16.0,169.4,72.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0
1.0,17.0,175.5,60.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,120.0,300.0
2.0,16.0,157.0,50.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,60.0,300.0
2.0,17.0,153.0,49.0,4.0,3.0,2.0,5.0,4.0,1.0,1.0,60.0,90.0
2.0,17.0,153.0,47.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,60.0,120.0
2.0,17.0,157.6,53.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,60.0,120.0
1.0,17.0,183.0,90.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,150.0,480.0
1.0,17.0,182.0,57.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,120.0,180.0
2.0,17.0,160.2,52.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,60.0,60.0
1.0,16.0,175.0,81.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,90.0,0.0
2.0,16.0,173.3,61.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,60.0,60.0
2.0,17.0,164.0,58.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,180.0,240.0
2.0,17.0,162.7,49.0,4.0,5.0,2.0,4.0,4.0,2.0,1.0,240.0,420.0
1.0,16.0,177.0,62.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0
1.0,17.0,180.0,92.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,120.0,180.0
1.0,16.0,176.0,61.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0
2.0,17.0,154.0,54.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,70.0,70.0
2.0,16.0,160.4,51.0,4.0,3.0,2.0,1.0,5.0,2.0,2.0,0.0,0.0
1.0,17.0,176.0,54.0,4.0,3.0,3.0,6.0,4.0,1.0,1.0,300.0,600.0
1.0,16.0,172.0,70.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,240.0,60.0
1.0,17.0,175.0,65.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,120.0,180.0
1.0,16.0,176.0,52.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,120.0,180.0
1.0,17.0,177.0,68.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,180.0,0.0
1.0,18.0,174.0,80.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0
1.0,17.0,177.0,54.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,60.0,120.0
1.0,18.0,165.0,54.0,3.0,3.0,1.0,8.0,3.0,2.0,1.0,0.0,0.0
2.0,18.0,164.0,55.0,3.0,2.0,3.0,5.0,3.0,2.0,1.0,150.0,600.0
1.0,18.0,177.0,66.0,2.0,2.0,4.0,6.0,1.0,2.0,1.0,120.0,240.0
1.0,17.0,183.0,80.0,4.0,3.0,1.0,7.0,4.0,1.0,1.0,180.0,240.0
1.0,18.0,180.0,80.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,60.0,180.0
1.0,17.0,170.0,66.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0
1.0,18.0,165.0,47.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,120.0,60.0
1.0,17.0,188.8,89.5,3.0,3.0,2.0,7.0,3.0,2.0,1.0,60.0,120.0
1.0,17.0,170.0,63.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,0.0,0.0
1.0,18.0,181.0,63.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0
1.0,15.0,171.0,67.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0
2.0,18.0,154.4,47.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,370.0,210.0
2.0,18.0,174.0,57.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,0.0,0.0
2.0,18.0,162.0,55.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0
1.0,18.0,170.0,68.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,0.0,0.0
1.0,18.0,172.3,57.2,2.0,2.0,2.0,6.0,4.0,2.0,1.0,180.0,300.0
1.0,17.0,180.0,67.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,60.0,60.0
1.0,17.0,175.0,75.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0
1.0,17.0,168.2,63.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,240.0
1.0,18.0,185.0,110.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,180.0,240.0
1.0,18.0,167.0,83.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,60.0,120.0
1.0,18.0,170.0,58.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,180.0,180.0
1.0,17.0,170.0,57.0,5.0,4.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0
1.0,18.0,170.0,87.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,120.0,360.0
1.0,17.0,168.0,61.0,2.0,3.0,2.0,5.0,4.0,2.0,1.0,120.0,240.0
1.0,17.0,172.0,78.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,240.0,360.0
1.0,16.0,170.0,57.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,120.0,300.0
2.0,15.0,165.0,50.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,300.0,420.0
2.0,16.0,157.0,54.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,180.0,300.0
1.0,16.0,179.6,66.0,3.0,3.0,1.0,5.0,4.0,2.0,1.0,180.0,60.0
1.0,15.0,170.0,63.0,2.0,2.0,1.0,6.0,4.0,2.0,1.0,120.0,0.0
1.0,16.0,180.7,70.4,3.0,3.0,2.0,3.0,3.0,2.0,2.0,60.0,150.0
2.0,15.0,161.0,48.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
2.0,15.0,168.0,57.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,60.0,180.0
2.0,16.0,164.4,63.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,360.0,600.0
1.0,16.0,172.0,65.0,5.0,3.0,3.0,8.0,4.0,2.0,2.0,180.0,300.0
1.0,15.0,186.5,71.3,2.0,4.0,2.0,4.0,2.0,1.0,1.0,180.0,180.0
1.0,15.0,168.0,70.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,180.0,360.0
1.0,16.0,169.5,69.7,4.0,2.0,3.0,5.0,4.0,2.0,1.0,540.0,0.0
1.0,16.0,178.6,106.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,180.0,300.0
2.0,16.0,158.5,61.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,240.0,240.0
2.0,15.0,166.3,51.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,90.0,90.0
2.0,16.0,163.0,55.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,240.0,360.0
2.0,16.0,165.0,54.0,3.0,3.0,2.0,8.0,5.0,1.0,1.0,180.0,300.0
1.0,16.0,177.9,79.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,300.0,480.0
1.0,15.0,169.0,61.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
1.0,15.0,176.0,70.0,2.0,3.0,1.0,4.0,5.0,1.0,2.0,60.0,120.0
1.0,15.0,171.0,57.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,60.0,60.0
1.0,16.0,181.3,62.0,4.0,5.0,3.0,2.0,5.0,1.0,1.0,150.0,350.0
1.0,16.0,168.0,57.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,210.0,330.0
2.0,16.0,161.2,72.6,2.0,3.0,2.0,1.0,5.0,2.0,1.0,120.0,60.0
2.0,16.0,152.0,70.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0
2.0,16.0,164.0,58.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,20.0,20.0
2.0,17.0,158.0,48.0,4.0,3.0,4.0,2.0,5.0,1.0,1.0,120.0,60.0
2.0,17.0,163.0,50.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,60.0,120.0
2.0,16.0,161.5,54.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,180.0,180.0
2.0,16.0,162.5,57.8,3.0,2.0,2.0,1.0,5.0,1.0,1.0,130.0,300.0
2.0,16.0,158.0,60.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,180.0,300.0
1.0,16.0,172.0,65.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,90.0
1.0,16.0,178.9,68.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,60.0,60.0
1.0,16.0,172.0,64.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0
1.0,16.0,170.0,80.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,180.0,240.0
1.0,16.0,172.0,82.0,5.0,4.0,1.0,5.0,2.0,1.0,1.0,190.0,180.0
1.0,17.0,170.0,70.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0
1.0,17.0,168.0,75.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,60.0,60.0
1.0,17.0,179.0,59.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0
1.0,17.0,169.0,54.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,60.0
1.0,17.0,174.0,55.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,60.0,60.0
1.0,17.0,175.0,54.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0
1.0,17.0,176.0,86.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,120.0
1.0,16.0,174.4,69.9,5.0,4.0,4.0,4.0,5.0,2.0,2.0,120.0,120.0
1.0,16.0,184.0,58.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,180.0,180.0
1.0,16.0,181.0,88.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0
